,YEAR(S),JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN,COOP_ID,type,COOP_NAME,DIV,LATITUDE,LONGITUDE
5319,2014,59.43,63.34,67.81,76.08,83.47,89.71,95.5,91.64,90.1,78.29,67.88,57.45,,40924,t,BLYTHE   ,7,33 37 00,-114 36 00
5320,2015,56.26,66.61,68.5,72.5,75.93,91.08,92.77,96.96,91.75,,,54.04,,40924,t,BLYTHE   ,7,33 37 00,-114 36 00
5321,2016,54.09,,67.7,,,,,,,,,,,40924,t,BLYTHE   ,7,33 37 00,-114 36 00
5322,1966,31.15,,41.54,47.4,56.15,56.52,61.9,64.95,59.53,49.05,36.48,34.26,53.72,49053,t,TULELAKE ,1,41 58 00,-121 28 00
5323,1967,32.82,37.46,35.47,36.08,52.58,59.53,67.82,68.76,61.25,47.73,40.15,23.48,46.93,49053,t,TULELAKE ,1,41 58 00,-121 28 00
5324,1968,29.29,40.47,41.19,44.23,51.63,60.63,68.65,61.37,57.78,48.76,38.25,28.73,47.58,49053,t,TULELAKE ,1,41 58 00,-121 28 00
5325,1969,28.66,32.48,38.18,43.67,57.13,59.95,65.66,63.55,59.38,44.58,39.05,34.29,47.22,49053,t,TULELAKE ,1,41 58 00,-121 28 00
5326,1970,34.08,39.04,38.65,39.43,53.58,62.73,67.85,65.06,54.77,47.05,40.77,27.92,47.58,49053,t,TULELAKE ,1,41 58 00,-121 28 00
5327,1971,32.35,34.62,35.26,42.3,51.08,57.52,66.12,67.53,54.1,43.3,37.78,23.84,45.48,49053,t,TULELAKE ,1,41 58 00,-121 28 00
5328,1972,24.15,35.95,43.93,42.53,53.65,62.03,67.27,65.23,54.7,47.0,36.1,24.95,46.46,49053,t,TULELAKE ,1,41 58 00,-121 28 00
5329,1973,29.13,37.73,,45.34,57.32,60.68,66.55,63.37,57.62,,36.83,,50.51,49053,t,TULELAKE ,1,41 58 00,-121 28 00
5330,1974,28.81,33.82,38.98,42.38,50.92,62.84,64.38,64.87,61.15,48.68,39.35,31.98,47.35,49053,t,TULELAKE ,1,41 58 00,-121 28 00
5331,1975,24.89,33.21,37.19,38.22,52.19,58.0,65.76,60.81,60.92,46.0,35.85,32.96,47.37,49053,t,TULELAKE ,1,41 58 00,-121 28 00
5332,1976,34.38,34.52,35.39,41.75,53.73,56.33,66.03,59.48,59.13,49.07,41.12,30.28,51.34,49053,t,TULELAKE ,1,41 58 00,-121 28 00
5333,1977,15.0,32.39,34.26,47.1,45.45,63.3,64.35,65.85,56.25,48.92,37.84,34.13,49.75,49053,t,TULELAKE ,1,41 58 00,-121 28 00
